id,name,date,time,weekday,start_datetime_local,city,location,locations,time_bucket,company,primary_host,cohosts,all_hosts,host_keys,invite_only,sponsor_tier,event_url,partiful_id,source_url
6582,VIP Only: Institutions & Introductions,2026-06-04,19:00:00,Thursday,2026-06-04 19:00,New York City,West Village,West Village,Evening,Introduction,Introduction,,Introduction,introduction,False,,https://partiful.com/e/yUgTDw1Bkps9Rb62ojJf,yUgTDw1Bkps9Rb62ojJf,https://www.tech-week.com/calendar/nyc
6594,"Founders, Investors & Builders — An Intimate NYC Cocktail Evening",2026-06-04,19:00:00,Thursday,2026-06-04 19:00,New York City,Union Square,Union Square,Evening,DDC Enterprise,DDC Enterprise,Alphataraxia,DDC Enterprise; Alphataraxia,ddc-enterprise; alphataraxia,False,,https://partiful.com/e/PhqnW15PCQAdoENB6aNl,PhqnW15PCQAdoENB6aNl,https://www.tech-week.com/calendar/nyc
6615,Answer Engine Hour: Where Marketing Meets AI Search,2026-06-04,19:00:00,Thursday,2026-06-04 19:00,New York City,SoHo,SoHo,Evening,Petra Labs,Petra Labs,,Petra Labs,petra-labs,False,,https://partiful.com/e/OfP2nxPWBMWMn6RgXVP1,OfP2nxPWBMWMn6RgXVP1,https://www.tech-week.com/calendar/nyc
6747,The Runway - A dinner series by Airwallex,2026-06-04,19:00:00,Thursday,2026-06-04 19:00,New York City,Union Square,Union Square,Evening,Airwallex,Airwallex,,Airwallex,airwallex,False,,https://partiful.com/e/cz75IF61uvnmLyPykAri,cz75IF61uvnmLyPykAri,https://www.tech-week.com/calendar/nyc
5453,olive Dinner Series | AI (NYC Tech Week),2026-06-04,19:30:00,Thursday,2026-06-04 19:30,New York City,West Village,West Village,Evening,olive,olive,,olive,olive,True,,,,https://www.tech-week.com/calendar/nyc
4626,The Gatsby Party,2026-06-04,20:00:00,Thursday,2026-06-04 20:00,New York City,Long Island,Long Island,Evening,Propel Earth,Propel Earth,,Propel Earth,propel-earth,False,,https://partiful.com/e/S2BRvVwmC7WiZs5HUtYE,S2BRvVwmC7WiZs5HUtYE,https://www.tech-week.com/calendar/nyc
4630,Raisi x Forecastr: Fundraising Arena Panel + Pitch Competition,2026-06-04,20:00:00,Thursday,2026-06-04 20:00,New York City,SoHo,SoHo,Evening,Raisi,Raisi,Forecastr,Raisi; Forecastr,raisi; forecastr,False,,https://partiful.com/e/qG3izuxTUNhkCyhc3I45,qG3izuxTUNhkCyhc3I45,https://www.tech-week.com/calendar/nyc
6441,Dinner with 14 CEOs + 1 Imposter,2026-06-04,20:00:00,Thursday,2026-06-04 20:00,New York City,Flatiron,Flatiron,Evening,Six,Six,,Six,six,False,,https://partiful.com/e/nDR5zz1fydJhFJcxu1Bj,nDR5zz1fydJhFJcxu1Bj,https://www.tech-week.com/calendar/nyc
5011,Founder Run Club,2026-06-04,20:15:00,Thursday,2026-06-04 20:15,New York City,Chelsea,Chelsea,Evening,Haven,Haven,,Haven,haven,False,,https://partiful.com/e/W8Zz3f2lutZZRksKD1hr,W8Zz3f2lutZZRksKD1hr,https://www.tech-week.com/calendar/nyc
4972,Fashion Hackathon Networking Event,2026-06-04,20:30:00,Thursday,2026-06-04 20:30,New York City,Flatiron,Flatiron,Evening,Fashion Forward,Fashion Forward,,Fashion Forward,fashion-forward,False,,https://partiful.com/e/9Og1H8nulI9zPH9OxEco,9Og1H8nulI9zPH9OxEco,https://www.tech-week.com/calendar/nyc
4990,Off the Record: Founders & Funders,2026-06-04,20:30:00,Thursday,2026-06-04 20:30,New York City,Greenwich Village,Greenwich Village,Evening,Supper,Supper,,Supper,supper,False,,https://partiful.com/e/vnXKL2lRlzHaRJQwv174,vnXKL2lRlzHaRJQwv174,https://www.tech-week.com/calendar/nyc
5400,Karaoke Capital: Founders & investors,2026-06-04,21:00:00,Thursday,2026-06-04 21:00,New York City,Union Square,Union Square,Evening,Odin,Odin,Green Room,Odin; Green Room,odin; green-room,False,,https://partiful.com/e/H9OexzyrTsRRlTTyBmF9,H9OexzyrTsRRlTTyBmF9,https://www.tech-week.com/calendar/nyc
4771,Privacy Please,2026-06-04,21:30:00,Thursday,2026-06-04 21:30,New York City,Tribeca,Tribeca,Evening,Boundless Network,Boundless Network,Stellar Development Foundation,Boundless Network; Stellar Development Foundation,boundless-network; stellar-development-foundation,False,,https://partiful.com/e/HwlNp8UC6vwWCBX97Dp9,HwlNp8UC6vwWCBX97Dp9,https://www.tech-week.com/calendar/nyc
5405,Run Tech Club | Signal Run x Wildwood Ventures,2026-06-05,07:30:00,Friday,2026-06-05 07:30,New York City,Tribeca,Tribeca,Morning,Run Tech Club,Run Tech Club,Wildwood Ventures,Run Tech Club; Wildwood Ventures,run-tech-club; wildwood-ventures,False,,https://partiful.com/e/OiFkcaWT26YBs7Hr5dtL,OiFkcaWT26YBs7Hr5dtL,https://www.tech-week.com/calendar/nyc
5772,Tech Pickleball NYC - Tech Week Edition,2026-06-05,07:30:00,Friday,2026-06-05 07:30,New York City,Brooklyn,Brooklyn,Morning,Optemization,Optemization,,Optemization,optemization,True,,,,https://www.tech-week.com/calendar/nyc
4849,"After Quantum: Money, Markets, & Cryptography",2026-06-05,08:00:00,Friday,2026-06-05 08:00,New York City,Flatiron,Flatiron,Morning,Wiesner Labs,Wiesner Labs,New York University,Wiesner Labs; New York University,wiesner-labs; new-york-university,True,,,,https://www.tech-week.com/calendar/nyc
5757,Walk and Talk Tech in Central Park,2026-06-05,08:00:00,Friday,2026-06-05 08:00,New York City,Central Park,Central Park,Morning,Fish & Richardson P.C.,Fish & Richardson P.C.,,Fish & Richardson P.C.,fish-richardson-p-c,False,,https://partiful.com/e/WLI2FHyuUJeKxYxsl7L5,WLI2FHyuUJeKxYxsl7L5,https://www.tech-week.com/calendar/nyc
5121,GNOMI GenZ Hackathon: Make Wall Street Go Viral,2026-06-05,08:30:00,Friday,2026-06-05 08:30,New York City,SoHo,SoHo,Morning,GNOMI App Corp,GNOMI App,,GNOMI App,gnomi-app,False,,https://partiful.com/e/hfSyqoSqdglV01JHqHue,hfSyqoSqdglV01JHqHue,https://www.tech-week.com/calendar/nyc
5513,Does Brand Matter in Venture? Panel & Networking,2026-06-05,08:30:00,Friday,2026-06-05 08:30,New York City,Financial District,Financial District,Morning,Astronaut Monastery,Astronaut Monastery,,Astronaut Monastery,astronaut-monastery,False,,https://partiful.com/e/y1upsVnjvL885rva7lkb,y1upsVnjvL885rva7lkb,https://www.tech-week.com/calendar/nyc
207,InstaLILY x Women in AI Coffee & Breakfast,2026-06-05,09:00:00,Friday,2026-06-05 09:00,New York City,SoHo,SoHo,Morning,instalily,instalily,Wilson Sonsini,instalily; Wilson Sonsini,instalily; wilson-sonsini,False,,https://partiful.com/e/b5VPB8KMbUuHvUOcKMHG,b5VPB8KMbUuHvUOcKMHG,https://www.tech-week.com/calendar/nyc
4092,NYCPA Hack-a-thon - #NYCPA,2026-06-05,09:00:00,Friday,2026-06-05 09:00,New York City,Midtown,Midtown,Morning,NYCPA,NYCPA,,NYCPA,nycpa,False,,https://partiful.com/e/BGETQMMJexGVcvaJYX6l,BGETQMMJexGVcvaJYX6l,https://www.tech-week.com/calendar/nyc
4236,Vault Summit: New York City,2026-06-05,09:00:00,Friday,2026-06-05 09:00,New York City,SoHo,SoHo,Morning,Vault Summit,Vault Summit,,Vault Summit,vault-summit,False,,https://partiful.com/e/04HsBAOTcvaqnnCycyQD,04HsBAOTcvaqnnCycyQD,https://www.tech-week.com/calendar/nyc
4267,Pitch and Run Friday,2026-06-05,09:00:00,Friday,2026-06-05 09:00,New York City,Chelsea,Chelsea,Morning,Pitch and Run,Pitch and Run,,Pitch and Run,pitch-and-run,False,,https://partiful.com/e/h1cWOUaSCLmevpgdttai,h1cWOUaSCLmevpgdttai,https://www.tech-week.com/calendar/nyc
4346,Tea: Founder/CEO Self-Mastery - a Dialogue,2026-06-05,09:00:00,Friday,2026-06-05 09:00,New York City,Brooklyn,Brooklyn,Morning,Corbett Ventures,Corbett Ventures,,Corbett Ventures,corbett-ventures,False,,https://partiful.com/e/dr4panHTBefqyiB4ggk4,dr4panHTBefqyiB4ggk4,https://www.tech-week.com/calendar/nyc
4426,Accelerators Coffee Mixer,2026-06-05,09:00:00,Friday,2026-06-05 09:00,New York City,SoHo,SoHo,Morning,Colectivo,Colectivo,,Colectivo,colectivo,False,,https://partiful.com/e/mXwYs3HTaa8IWKNrLTMy,mXwYs3HTaa8IWKNrLTMy,https://www.tech-week.com/calendar/nyc
4712,Sanctum Digital: Global Mindful Movement,2026-06-05,09:00:00,Friday,2026-06-05 09:00,New York City,Midtown,Midtown,Morning,Sanctum,Sanctum Foundation,,Sanctum Foundation,sanctum,False,,https://partiful.com/e/OrQcBqgwq8KX9NOUxhSv,OrQcBqgwq8KX9NOUxhSv,https://www.tech-week.com/calendar/nyc
4716,Aussies in Tech - NYC Edition,2026-06-05,09:00:00,Friday,2026-06-05 09:00,New York City,Midtown,Midtown,Morning,Australian Women in New York,Australian Women in New York,,Australian Women in New York,australian-women-in-new-york,True,,,,https://www.tech-week.com/calendar/nyc
4723,Women Who Restore,2026-06-05,09:00:00,Friday,2026-06-05 09:00,New York City,Flatiron,Flatiron,Morning,Valon,Valon,,Valon,valon,False,,https://partiful.com/e/ZkoF0HAUirlcek9ECWbI,ZkoF0HAUirlcek9ECWbI,https://www.tech-week.com/calendar/nyc
4842,The Cost of Looking Sustainable: Competing Standards Across the Atlantic in a Tech-Driven World,2026-06-05,09:00:00,Friday,2026-06-05 09:00,New York City,Midtown,Midtown,Morning,Transatlantic Growth,Transatlantic Growth,,Transatlantic Growth,transatlantic-growth,True,,,,https://www.tech-week.com/calendar/nyc
5033,Clair Health: Living in Clarity,2026-06-05,09:00:00,Friday,2026-06-05 09:00,New York City,Flatiron,Flatiron,Morning,Clair Health,Clair Health,,Clair Health,clair-health,False,,https://partiful.com/e/8j2aEOaE2GIi1b08Kw5m,8j2aEOaE2GIi1b08Kw5m,https://www.tech-week.com/calendar/nyc
5092,Pre-Seed Investor Breakfast,2026-06-05,09:00:00,Friday,2026-06-05 09:00,New York City,Midtown,Midtown,Morning,Generous Ventures,Generous Ventures,,Generous Ventures,generous-ventures,False,,https://partiful.com/e/MHdN7iIv7D3p7uXBnItl,MHdN7iIv7D3p7uXBnItl,https://www.tech-week.com/calendar/nyc
5194,NET Worth - A padel morning,2026-06-05,09:00:00,Friday,2026-06-05 09:00,New York City,Brooklyn,Brooklyn,Morning,Lyzr,Lyzr,,Lyzr,lyzr,False,,https://partiful.com/e/DIYNw5DJj1QWLJxfDb4g,DIYNw5DJj1QWLJxfDb4g,https://www.tech-week.com/calendar/nyc
5773,"Innovators' Hub: Cutting-Edge Tech, SMB Ready",2026-06-05,09:00:00,Friday,2026-06-05 09:00,New York City,Queens,Queens,Morning,Queens Chamber of Commerce,Queens Chamber of Commerce,Firstlight Cloud Xchange,Queens Chamber of Commerce; Firstlight Cloud Xchange,queens-chamber-of-commerce; firstlight-cloud-xchange,False,,https://partiful.com/e/cy4iiLTbdihqqMMs9WeM,cy4iiLTbdihqqMMs9WeM,https://www.tech-week.com/calendar/nyc
6381,Consumer Founders & Investors Breakfast,2026-06-05,09:00:00,Friday,2026-06-05 09:00,New York City,Upper East Side,Upper East Side,Morning,Tiny Dinner,Tiny Dinner,,Tiny Dinner,tiny-dinner,False,,https://partiful.com/e/6HaKD546tO44phJnQHVx,6HaKD546tO44phJnQHVx,https://www.tech-week.com/calendar/nyc
6580,Unstoppable Entrepreneurs: Argentine Founders in NYC,2026-06-05,09:15:00,Friday,2026-06-05 09:15,New York City,Midtown,Midtown,Morning,Consulate General of Argentina in New York,Consulate General of Argentina in New York,,Consulate General of Argentina in New York,consulate-general-of-argentina-in-new-york,False,,https://partiful.com/e/OgCPKZ96zrT1tzIiP5YL,OgCPKZ96zrT1tzIiP5YL,https://www.tech-week.com/calendar/nyc
4291,Building with the Bard: Remixing Shakespeare,2026-06-05,09:30:00,Friday,2026-06-05 09:30,New York City,Nomad,Nomad,Morning,Build First,Build First,,Build First,build-first,False,,https://partiful.com/e/Mt1yixuqsZw3l7qHMq3T,Mt1yixuqsZw3l7qHMq3T,https://www.tech-week.com/calendar/nyc
4654,She Speaks Health,2026-06-05,09:30:00,Friday,2026-06-05 09:30,New York City,Midtown,Midtown,Morning,FemBuild,FemBuild,Scalpels & Spreadsheets,FemBuild; Scalpels & Spreadsheets,fembuild; scalpels-spreadsheets,False,,https://partiful.com/e/aFk8297jBypjQ3ycXiHB,aFk8297jBypjQ3ycXiHB,https://www.tech-week.com/calendar/nyc
5699,C10 Labs x Wells Fargo x NY Robotics — Pitch the Product,2026-06-05,09:30:00,Friday,2026-06-05 09:30,New York City,Midtown,Midtown,Morning,C10 Labs,C10 Labs,Wells Fargo; New York Robotics,C10 Labs; Wells Fargo; New York Robotics,c10-labs; wells-fargo; new-york-robotics,False,,https://partiful.com/e/EHqpUupSw2r4hWswjqZc,EHqpUupSw2r4hWswjqZc,https://www.tech-week.com/calendar/nyc
4365,Real-Time Sprint: Build It Live,2026-06-05,10:00:00,Friday,2026-06-05 10:00,New York City,Midtown,Midtown,Morning,XLAI,XLAI,,XLAI,xlai,False,,https://partiful.com/e/hy44NsXy8fICdvIMp2bI,hy44NsXy8fICdvIMp2bI,https://www.tech-week.com/calendar/nyc
4804,Open for Ops,2026-06-05,10:00:00,Friday,2026-06-05 10:00,New York City,Midtown,Midtown,Morning,Greenhouse,Greenhouse,,Greenhouse,greenhouse,True,,,,https://www.tech-week.com/calendar/nyc
4854,"Photoreal VR for Archvis, Real Estate and Location-Based Entertainment - Day 2",2026-06-05,10:00:00,Friday,2026-06-05 10:00,New York City,Financial District,Financial District,Morning,Agile Lens,Agile Lens,DBOX; WanderLens Lab,Agile Lens; DBOX; WanderLens Lab,agile-lens; dbox; wanderlens-lab,False,,https://partiful.com/e/dA79zHIgCReURfjwFEki,dA79zHIgCReURfjwFEki,https://www.tech-week.com/calendar/nyc
4950,Voice Agents Weekender Hackathon,2026-06-05,10:00:00,Friday,2026-06-05 10:00,New York City,Central Park,Central Park,Morning,Leverage,Leverage,,Leverage,the-leverage,False,,https://partiful.com/e/rlbH6VVwOsJZfXlJkLpY,rlbH6VVwOsJZfXlJkLpY,https://www.tech-week.com/calendar/nyc
4995,Equity to Estate - Turning Startup Wealth into Long-Term Legacy,2026-06-05,10:00:00,Friday,2026-06-05 10:00,New York City,Financial District,Financial District,Morning,Northwestern Mutual Life Insurance Company,Northwestern Mutual Life Insurance Company,"Cloudonix, Inc","Northwestern Mutual Life Insurance Company; Cloudonix, Inc",northwestern-mutual-life-insurance-company; cloudonix-inc,False,,https://partiful.com/e/JcyP1ORbOE16X2gY5wAu,JcyP1ORbOE16X2gY5wAu,https://www.tech-week.com/calendar/nyc
5244,She's Selling: Building the $3.3T Future of Female Exits with Fintech,2026-06-05,10:00:00,Friday,2026-06-05 10:00,New York City,Flatiron,Flatiron,Morning,Exette,Exette,,Exette,exette,False,,https://partiful.com/e/rlMYu1yn8OTgJ0Vbaopm,rlMYu1yn8OTgJ0Vbaopm,https://www.tech-week.com/calendar/nyc
5345,Food Tech Coffee Chat: Tech that Keeps Humanity at the Table,2026-06-05,10:00:00,Friday,2026-06-05 10:00,New York City,Tribeca,Tribeca,Morning,Letters from the Table,Letters from the Table,,Letters from the Table,letters-from-the-table,True,,,,https://www.tech-week.com/calendar/nyc
5364,The Poop Pill Myth Lab,2026-06-05,10:00:00,Friday,2026-06-05 10:00,New York City,Greenwich Village,Greenwich Village,Morning,FitBiomics,FitBiomics,,FitBiomics,fitbiomics,True,,,,https://www.tech-week.com/calendar/nyc
6639,AI-Tech in Innovation Triangle West Harlem,2026-06-05,10:00:00,Friday,2026-06-05 10:00,New York City,Upper West Side,Upper West Side,Morning,Columbia University-Janus Property Company+Others,Columbia University-Janus Property Company+Others,,Columbia University-Janus Property Company+Others,columbia-university-janus-property-company-others,True,,,,https://www.tech-week.com/calendar/nyc
4352,Pitch Garage,2026-06-05,11:00:00,Friday,2026-06-05 11:00,New York City,SoHo,SoHo,Morning,Presentation Mode,Presentation Mode,,Presentation Mode,presentation-mode,False,,https://partiful.com/e/7xmYfFfhTQBHPGqBUNn4,7xmYfFfhTQBHPGqBUNn4,https://www.tech-week.com/calendar/nyc
4543,Chi-Ching: Integrated Financial Operations,2026-06-05,11:00:00,Friday,2026-06-05 11:00,New York City,Virtual (NYC),Virtual (NYC),Morning,WIZETRAK,WIZETRAK,,WIZETRAK,wizetrak,False,,https://partiful.com/e/sDrNi3lXsHFWExiKn9Gf,sDrNi3lXsHFWExiKn9Gf,https://www.tech-week.com/calendar/nyc
4851,We Solved the Chatbot Misinfo Problem. Here's How.,2026-06-05,11:00:00,Friday,2026-06-05 11:00,New York City,Midtown,Midtown,Morning,NewsGuard,NewsGuard,,NewsGuard,newsguard,False,,https://partiful.com/e/4mvtLjRkoCUa7D1tfO3L,4mvtLjRkoCUa7D1tfO3L,https://www.tech-week.com/calendar/nyc
5727,How AI is transforming the workforce model – and what comes next for talent strategy,2026-06-05,11:00:00,Friday,2026-06-05 11:00,New York City,Flatiron,Flatiron,Morning,IBM,IBM,,IBM,ibm,False,platinum,https://partiful.com/e/Y6jJoRk6U9E5hgPXi6uc,Y6jJoRk6U9E5hgPXi6uc,https://www.tech-week.com/calendar/nyc
6221,a16z speedrun AI Faire,2026-06-05,11:00:00,Friday,2026-06-05 11:00,New York City,Midtown,Midtown,Morning,a16z speedrun,a16z speedrun,Orrick,a16z speedrun; Orrick,a16z-speedrun; orrick,False,,https://partiful.com/e/JXbUkObwnkyVvC87cz8a,JXbUkObwnkyVvC87cz8a,https://www.tech-week.com/calendar/nyc
6336,11-11 Venture Building Sprint: Tech Week Edition by Madeline & Co. + Excelsior Edge Ventures,2026-06-05,11:00:00,Friday,2026-06-05 11:00,New York City,Financial District,Financial District,Morning,Madeline & Co.,Madeline & Co.,Excelsior Edge Ventures,Madeline & Co.; Excelsior Edge Ventures,madeline-co; excelsior-edge-ventures,False,,https://partiful.com/e/qyk65dBFAtgDutz68VMK,qyk65dBFAtgDutz68VMK,https://www.tech-week.com/calendar/nyc
6478,"Ekoparty: Argentina’s Cybersecurity Ecosystem, Talent, Startups, and Regional Expansion",2026-06-05,11:00:00,Friday,2026-06-05 11:00,New York City,Midtown,Midtown,Morning,Ekoparty Security Conference,Ekoparty Security Conference,Consulate General of Argentina in New York,Ekoparty Security Conference; Consulate General of Argentina in New York,ekoparty-security-conference; consulate-general-of-argentina-in-new-york,False,,https://partiful.com/e/9H9IsgkJAWIo4dUMlqmO,9H9IsgkJAWIo4dUMlqmO,https://www.tech-week.com/calendar/nyc
6572,Agribusiness Softlanding in Argentina,2026-06-05,11:00:00,Friday,2026-06-05 11:00,New York City,Midtown,Midtown,Morning,Agriconsult Latam,AgriConsult LATAM & OFC,Consulate General of Argentina in New York,AgriConsult LATAM & OFC; Consulate General of Argentina in New York,agriconsult-latam; consulate-general-of-argentina-in-new-york,False,,https://partiful.com/e/VYLWElwvSQQsaO2bOZGn,VYLWElwvSQQsaO2bOZGn,https://www.tech-week.com/calendar/nyc
5499,Female Founders Lunch,2026-06-05,11:30:00,Friday,2026-06-05 11:30,New York City,Midtown,Midtown,Morning,Perkins Coie LLP,Perkins Coie,Everywhere Ventures,Perkins Coie; Everywhere Ventures,perkins-coie; everywhere-ventures,False,,https://partiful.com/e/UC1NXYJ9EHyHyXonLjsP,UC1NXYJ9EHyHyXonLjsP,https://www.tech-week.com/calendar/nyc
5510,Before You Raise: What Investors Actually Check,2026-06-05,11:30:00,Friday,2026-06-05 11:30,New York City,Virtual (NYC),Virtual (NYC),Morning,Ad Hoc Founders Counsel,Ad Hoc Founders Counsel,,Ad Hoc Founders Counsel,ad-hoc-founders-counsel,False,,https://partiful.com/e/CNhLw58DXtAMPjBzhmSL,CNhLw58DXtAMPjBzhmSL,https://www.tech-week.com/calendar/nyc
4374,Founders' Lunch hosted by Cherry Hill Advisory,2026-06-05,12:00:00,Friday,2026-06-05 12:00,New York City,SoHo,SoHo,Noon,Cherry Hill Advisory,Cherry Hill Advisory,,Cherry Hill Advisory,cherry-hill-advisory,False,,https://partiful.com/e/3s09stRIIrmrcoVEFCT8,3s09stRIIrmrcoVEFCT8,https://www.tech-week.com/calendar/nyc
4718,AI-Native Services: Founders Panel,2026-06-05,12:00:00,Friday,2026-06-05 12:00,New York City,Hudson Yards,Hudson Yards,Noon,Elysian,Elysian,BCG; Portage Ventures,Elysian; BCG; Portage Ventures,elysian; bcg; portage-ventures,False,,https://partiful.com/e/NSLiWDiJVzPWl0DyQcDU,NSLiWDiJVzPWl0DyQcDU,https://www.tech-week.com/calendar/nyc
5240,Skills That Matter,2026-06-05,12:00:00,Friday,2026-06-05 12:00,New York City,SoHo,SoHo,Noon,Savas Labs,Savas Labs,,Savas Labs,savas-labs,False,,https://partiful.com/e/OTB0d4SND0ZJS5WYzdxc,OTB0d4SND0ZJS5WYzdxc,https://www.tech-week.com/calendar/nyc
5462,Latinos & Latam in AI,2026-06-05,12:00:00,Friday,2026-06-05 12:00,New York City,SoHo,SoHo,Noon,Colectivo,Colectivo,,Colectivo,colectivo,False,,https://partiful.com/e/H6ckvNb4WAjNTkDJTqsp,H6ckvNb4WAjNTkDJTqsp,https://www.tech-week.com/calendar/nyc
5615,Own Your Style with Storytelling and Fine-tuning,2026-06-05,12:00:00,Friday,2026-06-05 12:00,New York City,Midtown,Midtown,Noon,Underscore Animation,Underscore Animation,NA,Underscore Animation; NA,underscore-animation; na,False,,https://partiful.com/e/eJCB3HaeeRyEkyuMJ9Vj,eJCB3HaeeRyEkyuMJ9Vj,https://www.tech-week.com/calendar/nyc
6081,The $15M Founder Forum: Private Lunch at #NYTechWeek,2026-06-05,12:00:00,Friday,2026-06-05 12:00,New York City,Gramercy Park,Gramercy Park,Noon,Startup Grind,Startup Grind,,Startup Grind,startup-grind,False,,https://partiful.com/e/mG8lr0MOZDcE9Aid3QXR,mG8lr0MOZDcE9Aid3QXR,https://www.tech-week.com/calendar/nyc
6508,The City Hacks the State: Part 2 - Hackathon,2026-06-05,12:00:00,Friday,2026-06-05 12:00,New York City,Meatpacking District,Meatpacking District,Noon,JEA Advertising,JEA Advertising,InsureMEP,JEA Advertising; InsureMEP,jea-advertising; insuremep,False,,https://partiful.com/e/ncMRzEENiRelhy8yHSIM,ncMRzEENiRelhy8yHSIM,https://www.tech-week.com/calendar/nyc
6533,Scaling Founder-led Sales on LinkedIn,2026-06-05,12:00:00,Friday,2026-06-05 12:00,New York City,Virtual (NYC),Virtual (NYC),Noon,KRCG,KRCG,,KRCG,krcg,False,,https://partiful.com/e/yR1Y0eCTykwsyhDIgUsA,yR1Y0eCTykwsyhDIgUsA,https://www.tech-week.com/calendar/nyc
4643,Healthtech Founders Networking,2026-06-05,12:30:00,Friday,2026-06-05 12:30,New York City,Midtown,Midtown,Noon,KLI Capital,KLI Capital,Scalpels & Spreadsheets,KLI Capital; Scalpels & Spreadsheets,kli-capital; scalpels-spreadsheets,False,,https://partiful.com/e/Waeh7VPePdoGvYfP7nSs,Waeh7VPePdoGvYfP7nSs,https://www.tech-week.com/calendar/nyc
4127,"The Autonomous Enterprise: How AI Will Redefine Company Operations, Leadership, and Talent.",2026-06-05,13:00:00,Friday,2026-06-05 13:00,New York City,Virtual (NYC),Virtual (NYC),Afternoon,Orquesta Inc,Orquesta Inc,,Orquesta Inc,orquesta-inc,False,,https://partiful.com/e/t2IAjZOPxfRkn0b62Ypj,t2IAjZOPxfRkn0b62Ypj,https://www.tech-week.com/calendar/nyc
4720,Building AI Agents for Science,2026-06-05,13:00:00,Friday,2026-06-05 13:00,New York City,Financial District,Financial District,Afternoon,GRAIL,GRAIL,"Cloudonix, Inc","GRAIL; Cloudonix, Inc",grail; cloudonix-inc,False,,https://partiful.com/e/glbUe1VF4t4MRsDbktVx,glbUe1VF4t4MRsDbktVx,https://www.tech-week.com/calendar/nyc
4820,Money in 2036: The Future of Finance and How We Get There,2026-06-05,13:00:00,Friday,2026-06-05 13:00,New York City,SoHo,SoHo,Afternoon,CreditBridge,CreditBridge,NYU Blockchain Lab,CreditBridge; NYU Blockchain Lab,creditbridge; nyu-blockchain-lab,False,,https://partiful.com/e/TfQk8z0Kzm00HCm55rVN,TfQk8z0Kzm00HCm55rVN,https://www.tech-week.com/calendar/nyc
5701,Diasporic Impact Tech: Revitalizing Millenary Solutions to Redefine How We Live and Interact,2026-06-05,13:00:00,Friday,2026-06-05 13:00,New York City,Virtual (NYC),Virtual (NYC),Afternoon,GLOBAL PORTAL INSTITUTE,GLOBAL PORTAL INSTITUTE,THE PORT GLOBAL,GLOBAL PORTAL INSTITUTE; THE PORT GLOBAL,global-portal-institute; the-port-global,False,,https://partiful.com/e/Nz0QBVpUivKQKpzIs7Xl,Nz0QBVpUivKQKpzIs7Xl,https://www.tech-week.com/calendar/nyc
5765,The Oasis @ NY Tech Week Day 5 - Emerging Technology,2026-06-05,13:00:00,Friday,2026-06-05 13:00,New York City,SoHo,SoHo,Afternoon,Boardy,Boardy,Vibe Space; Flowstate; The AI Collective,Boardy; Vibe Space; Flowstate; The AI Collective,boardy; vibe-space; flowstate; the-ai-collective,False,,https://partiful.com/e/wME3CoGVwNPhbRyevKYp,wME3CoGVwNPhbRyevKYp,https://www.tech-week.com/calendar/nyc
4568,$14M for Faces That Don’t Exist Yet,2026-06-05,13:30:00,Friday,2026-06-05 13:30,New York City,Upper Manhattan,Upper Manhattan,Afternoon,ValkaAI,ValkaAI,European Startup Embassy,ValkaAI; European Startup Embassy,valkaai; european-startup-embassy,False,,https://partiful.com/e/WPs4H72VXEFetgndB7A0,WPs4H72VXEFetgndB7A0,https://www.tech-week.com/calendar/nyc
4706,The American Playbook: How Global Founders Win in the US,2026-06-05,13:30:00,Friday,2026-06-05 13:30,New York City,Hudson Yards,Hudson Yards,Afternoon,BDev Ventures,BDev Ventures,Arc Ventures; Wells Fargo,BDev Ventures; Arc Ventures; Wells Fargo,bdev-ventures; arc-ventures; wells-fargo,False,,https://partiful.com/e/6TEpduZJ2faxAuFUv5QV,6TEpduZJ2faxAuFUv5QV,https://www.tech-week.com/calendar/nyc
4029,Peacock Hill Web3 Vibe & Build: The AI Jam Session,2026-06-05,14:00:00,Friday,2026-06-05 14:00,New York City,Midtown,Midtown,Afternoon,PEACOCK HILL PRODUCTIONS,PEACOCK HILL PRODUCTIONS,,PEACOCK HILL PRODUCTIONS,peacock-hill-productions,False,,https://partiful.com/e/urfFckPmvamG39em2KPC,urfFckPmvamG39em2KPC,https://www.tech-week.com/calendar/nyc
4143,The Hidden Currency of Healthcare Leadership in the AI Era,2026-06-05,14:00:00,Friday,2026-06-05 14:00,New York City,Tribeca,Tribeca,Afternoon,Virre,Virre,,Virre,virre,False,,https://partiful.com/e/M7TEr1UmiL341A0iFk7Q,M7TEr1UmiL341A0iFk7Q,https://www.tech-week.com/calendar/nyc
4647,Live Events Are Becoming A Real-World Testbed For Web3 Infrastructure,2026-06-05,14:00:00,Friday,2026-06-05 14:00,New York City,Queens,Queens,Afternoon,Stub3,Stub3,,Stub3,stub3,True,,,,https://www.tech-week.com/calendar/nyc
5097,Too Young to Lead? How to Win in Tech Anyway,2026-06-05,14:00:00,Friday,2026-06-05 14:00,New York City,Midtown,Midtown,Afternoon,Smadlytics Inc,Smadlytics Inc,,Smadlytics Inc,smadlytics-inc,False,,https://partiful.com/e/M066UywP0GahJpN3RtDM,M066UywP0GahJpN3RtDM,https://www.tech-week.com/calendar/nyc
